master->client - set alarm once,!implemented,,,,,,
Bit0,Bit1,Bit2,Bit3,Bit4,Bit5,Bit6,Bit7
0,Destination address(1-254),3,Switch(1-8/0-7),time_t0,time_t1,time_t2,time_t3
