master->client - set PIPE address,~implemented,,,,,,
Bit0,Bit1,Bit2,Bit3,Bit4,Bit5,Bit6,Bit7
0,Destination address(1-254)||255(all),5,Addr_0,Addr_1,Addr_2,Addr_3,Addr_4
