master->client - set alarm repeat,!implemented,not Important,,,,,
Bit0,Bit1,Bit2,Bit3,Bit4,Bit5,Bit6,Bit7
0,Destination address(1-254),3,Switch(1-8/0-7),HH-Hour,MM-mins,Day(0-6/1-7)(Sun to Sat),-
